Year,Institutional_sector_name,Institutional_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Status,Values
2015.03,Registered banks,221,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,0
2016.03,Registered banks,221,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,0
2017.03,Registered banks,221,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,0
2008.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-204
2009.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,3
2010.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-16
2011.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,75
2012.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-215
2013.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-13
2014.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-99
2015.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,43
2016.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-7
2017.03,Registered banks,221,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-7
2008.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-3072
2009.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,30057
2010.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-9188
2011.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-1321
2012.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-3289
2013.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-1779
2014.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-1581
2015.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,1451
2016.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,5273
2017.03,Registered banks,221,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-984
2008.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-78
2009.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,1524
2010.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-836
2011.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,401
2012.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-1204
2013.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-345
2014.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-2045
2015.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-271
2016.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,1060
2017.03,Registered banks,221,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,1060
2008.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,-8714
2009.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,-7991
2010.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,3452
2011.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,-387
2012.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,-2294
2013.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,5778
2014.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,3349
2015.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,2698
2016.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,3577
2017.03,Registered banks,221,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,-762
2008.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2009.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2010.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2011.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2012.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2013.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2014.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2015.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2016.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2017.03,Registered banks,221,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2008.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,5711
2009.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,28986
2010.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-16797
2011.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-2034
2012.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,134
2013.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-2048
2014.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,629
2015.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,9019
2016.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,20872
2017.03,Registered banks,221,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-11203
2008.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-34
2009.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,153
2010.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-72
2011.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-48
2012.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-5
2013.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,0
2014.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,5
2015.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,0
2016.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,0
2017.03,Registered banks,221,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,0
2008.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,-6391
2009.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,52732
2010.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,-23457
2011.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,-3314
2012.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,-6873
2013.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,1593
2014.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,258
2015.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,12940
2016.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,30775
2017.03,Registered banks,221,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,-11896
2008.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,13117
2009.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,-16246
2010.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,5227
2011.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,4158
2012.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,6302
2013.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,-4910
2014.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,-3384
2015.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,-7271
2016.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,-7367
2017.03,Registered banks,221,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,1300
2008.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2009.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2010.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2011.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2012.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2013.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2014.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2015.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2016.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2017.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2008.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,14540
2009.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,13652
2010.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,11159
2011.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,8157
2012.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,7388
2013.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,9970
2014.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,7623
2015.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,13783
2016.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,14693
2017.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,17105
2008.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,20975
2009.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,34372
2010.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,31732
2011.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,33264
2012.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,36002
2013.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,37212
2014.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,41024
2015.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,41832
2016.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,42792
2017.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,38618
2008.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,282465
2009.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,300307
2010.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,299087
2011.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,307776
2012.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,315496
2013.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,325765
2014.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,341407
2015.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,360350
2016.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,392377
2017.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,415951
2008.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,636
2009.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,810
2010.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,560
2011.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,521
2012.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,425
2013.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,264
2014.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,201
2015.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,165
2016.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,24
2017.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,42
2008.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2009.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2010.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2011.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2012.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2013.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2014.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2015.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2016.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2017.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2008.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,15485
2009.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,43479
2010.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,24971
2011.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,25498
2012.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,24340
2013.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,20390
2014.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,18502
2015.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,21053
2016.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,38952
2017.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,25563
2008.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,3093
2009.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,3592
2010.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,3374
2011.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,3438
2012.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,3513
2013.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,3621
2014.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,3769
2015.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,4029
2016.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,4496
2017.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,4401
2008.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,337194
2009.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,396212
2010.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,370883
2011.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,378654
2012.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,387164
2013.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,397222
2014.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,412526
2015.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,441212
2016.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,493334
2017.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,501680
2008.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2009.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2010.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2011.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2012.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2013.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2014.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2015.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2016.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2017.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2008.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,176309
2009.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,REVISED,200297
2010.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,199466
2011.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,207118
2012.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,224363
2013.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,236079
2014.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,251756
2015.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,269478
2016.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,294262
2017.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,310072
2008.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,103919
2009.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,97980
2010.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,96164
2011.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,97377
2012.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,87358
2013.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,87277
2014.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,86129
2015.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,95485
2016.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,99520
2017.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,111522
2008.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,33220
2009.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,46637
2010.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,41276
2011.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,39857
2012.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,38674
2013.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,37784
2014.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,33445
2015.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,25635
2016.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,31815
2017.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,22750
2008.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,14558
2009.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,9594
2010.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,12119
2011.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,17343
2012.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,20220
2013.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,28372
2014.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,31250
2015.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,34305
2016.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,39780
2017.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,43621
2008.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2009.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2010.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2011.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2012.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2013.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2014.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2015.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2016.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2017.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2008.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,14555
2009.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,43541
2010.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,26744
2011.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,24710
2012.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,24845
2013.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,22796
2014.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,23425
2015.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,28029
2016.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,42698
2017.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,27698
2008.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,2797
2009.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,784
2010.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,33
2011.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,730
2012.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,169
2013.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,70
2014.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,1630
2015.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,6118
2016.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,6185
2017.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,5095
2008.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,REVISED,345358
